个人背景与经历,简单自我介绍一下
个人背景与经历,简单介绍其中一个项目
个人背景与经历,为什么不在上家公司争取转正
个人背景与经历,说一下自己的NLP选题和LLM在论文中的应用
个人背景与经历,为什么不在上家公司争取转正
个人背景与经历,求职意向（是否考虑测试开发、后端等岗位）
个人背景与经历,目前offer情况，为何优先考虑该公司
个人背景与经历,硕士期间最有成就感/挑战性的项目
个人背景与经历,实习经历及工作内容
个人背景与经历,实习时长
个人背景与经历,企业实习与学校项目的核心差异
个人背景与经历,实习期间的最大挑战
个人背景与经历,实习期间的能力提升（做事/做人）
个人背景与经历,对互联网行业的看法及决心
个人背景与经历,预计实习中可能遇到的挑战
个人背景与经历,实习岗位所需的核心能力
个人背景与经历,选择该公司/岗位的原因
个人背景与经历,与其他申请者相比的优劣势
个人背景与经历,可接受的实习地点（上海/杭州）
个人背景与经历,可实习的时间（最早开始/最晚结束）
个人背景与经历,性格优缺点
个人背景与经历,兴趣爱好
个人背景与经历,学校毕业情况
个人背景与经历,选择岗位的预期，以及未来的打算
个人背景与经历,职业规划
个人背景与经历,手上有几个offer
个人背景与经历,后端开发为什么要转为测试开发
个人背景与经历,除了技术，沟通协作能力怎么样
个人背景与经历,项目中遇到的困难怎么解决
个人背景与经历,个人职业规划
个人背景与经历,怎么了解到招聘信息的
个人背景与经历,在学校或者工作中碰到的困难以及怎么解决
个人背景与经历,为什么不选开发岗
个人背景与经历,对面试岗位的了解
个人背景与经历,为什么选择来哈啰面试，有什么感兴趣的
项目经验,聊在项目里如何具体使用Redis
项目经验,拷打项目：职责、前端是否自己负责，完整介绍项目
项目经验,你在部署本地项目到云服务过程中使用到了哪些命令和工具？
项目经验,说说你是如何设计数据库表的？
项目经验,如何进行压测？压测过程中需要考虑哪些方面？
项目经验,拷打项目，职责，前端是你自己负责的吗？完整的给我介绍下这个项目
项目经验,实习项目整个从设计、研发、测试的流程是怎么样的
项目经验,项目拷打（主要是难点和怎么处理，进行过测试吗，怎么设计的测试）
项目经验,美团直播打赏测试场景设计
项目经验,登录页面需要进行哪些测试
项目经验,实习项目整个从设计，研发，测试的流程是怎么样的
项目经验,抖音刷视频场景优化（流畅度、清晰度）
项目经验,预加载策略（预加载几条？）
项目经验,视频优化效果衡量（量化指标、用户感知评估）
项目经验,AI 在测试领域的应用（效率、质量提升）
项目经验,语音对话测试（语音生成 vs 文本生成速度匹配问题）
项目经验,特殊字符语音合成问题（如何解决不符合直观认知的语音输出）
项目经验,项目中的测试相关内容
项目经验,项目推进中的满意点及改进空间
项目经验,项目中的最大难点及解决方案
项目经验,作为项目负责人的认识
项目经验,最有成就感的事
项目经验,突破自己的经历
项目经验,感到挫败的事情
项目经验,讲讲测试开发的项目
项目经验,负责app和H5页面测试抓包用什么工具
项目经验,测试流程是什么和各个阶段做了哪些测试
项目经验,app测试有哪些（有接口自动化测试，性能测试，安全测试，兼容性测试，UI自动化测试）
项目经验,做过什么性能测试，接口测试
项目经验,处理过什么bug
项目经验,AI开发自动写测试用例的工具的亮点
项目经验,为什么用到稳定率（精确度）？面对新的需求，用例生成不稳定怎么做？向量数据库
项目经验,自动化工具：未写过接口自动化平台，开发过工具平台
项目经验,测试工具怎么实现的，提效达到多少
项目经验,讲解一下实习项目
项目经验,实习项目的主要业务和工作职责
项目经验,项目测了多长时间
项目经验,实习收获是什么
项目经验,实习中遇到的困难和挑战
技术知识,String、StringBuilder、StringBuffer区别
技术知识,线程的生命周期
技术知识,创建线程的方法
技术知识,Java会发生内存泄漏吗？
技术知识,Python装饰器
技术知识,浅拷贝和深拷贝
技术知识,get post区别
技术知识,输入url到浏览器正常显示，涉及到的协议有哪些
技术知识,Java中常见集合有哪些
技术知识,常见集合的使用场景是什么
技术知识,synchronized 关键字
技术知识,抽象类 vs 接口
技术知识,String 不可变的原因及影响
技术知识,线程死锁解决方案
技术知识,垃圾回收机制及算法
技术知识,动态代理
技术知识,线程池类型
技术知识,search 和 match 的区别
技术知识,pass 语句的作用
技术知识,JVM类的加载过程
技术知识,java序列化
技术知识,Java中有几种基本数据类型，将字符串转为int类型怎么转
技术知识,MySQL join的解释
技术知识,[ID，email]表格中找出重复的email
技术知识,事务是什么，事务的特性
技术知识,知道哪些索引
技术知识,唯一索引和普通索引的区别
技术知识,用过Elasticsearch吗？
技术知识,说说你是如何设计数据库表的？
技术知识,查询接口优化（大数据量查询慢，如何优化？）
技术知识,redis如何保证缓存和数据库的一致性
技术知识,redis的内存淘汰策略
技术知识,redis的异常情况有哪些
技术知识,项目中用的什么redis缓存策略
技术知识,缓存穿透、雪崩怎么处理
技术知识,慢SQL如何优化的
技术知识,直接Select数据库会有什么风险
技术知识,"sql：两张表A, B，字段a, b, c，主键为a，输出两张表字段b, c差异数据的条数"
技术知识,大数据相关组件
技术知识,HDFS内部框架
技术知识,数据库引擎、事务、默认隔离级别
技术知识,常用Linux命令
技术知识,关于进程的命令
技术知识,如何查看CPU使用率、内存占用率、磁盘IO、网络IO
技术知识,你在部署本地项目到云服务过程中使用到了哪些命令和工具？
技术知识,说一说常用的linux命令
技术知识,如何查看cpu使用率，内存占用率，磁盘io，网络io
技术知识,OSI 七层模型
技术知识,HTTP 和 TCP 所在层
技术知识,TCP vs UDP
技术知识,DNS 解析流程
技术知识,常用Linux命令
技术知识,项目中如何运用Linux
技术知识,Linux的常见命令
技术知识,消息队列与日志在工作中的使用
技术知识,TCP粘包和拆包
技术知识,URL输入到显示的流程
测试相关,针对抖音评论区怎么进行测试
测试相关,如何在弱网和无网的场景下进行测试
测试相关,说一说你的自动化测试都做了哪些任务？
测试相关,如何进行元素定位？
测试相关,case管理是怎么管理的？
测试相关,自动化测试过程中如何校验case是否执行成功？
测试相关,有没有接触过客户端测试
测试相关,移动端的自动化测试有了解吗？
测试相关,怎么测试一个水杯
测试相关,测试用例：微信发朋友圈
测试相关,说一说你的自动化测试都做了哪些任务？
测试相关,如何进行元素定位？
测试相关,case管理是怎么管理的？
测试相关,自动化测试过程中如何校验case是否执行成功呢？
测试相关,有没有接触过客户端测试
测试相关,移动端的自动化测试有了解吗？
测试相关,如何进行压测？压测过程中需要考虑哪些方面？
测试相关,美团直播打赏测试场景设计
测试相关,登录页面需要进行哪些测试
测试相关,常见排序算法分个类怎么分
测试相关,美团直播打赏测试场景设计
测试相关,常见的测试方法
测试相关,抖音关注功能测试用例设计
测试相关,关注状态异常（刷新后未显示关注）的可能原因
测试相关,语音对话测试全流程分析
测试相关,语音 & 文本生成速度匹配问题
测试相关,如何测试一个水杯？
测试相关,下单系统的测试用例设计
测试相关,自动化测试的挑战（文档编写、缺陷管理）
测试相关,讲讲AI自动生成测试用例工具
测试相关,接口自动化框架如何搭建
测试相关,介绍一下压测，怎么做的
测试相关,测试环境和预发环境的定位和区别
测试相关,AirTest的UI自动化如何和兼容性测试结合起来
测试相关,openCV如何设定图像精度（AirTest底层）
测试相关,自己如何搭建测试环境
测试相关,压力测试具体关注什么指标
测试相关,怎么保障测试用例覆盖异常场景完备
测试相关,测试用例场景题，贷后测试用例设计场景
测试相关,压测场景题，测试web管理端平台，如何通过压测评估qps，如何设计
测试相关,测试的相关问题难点（业务场景）
测试相关,发朋友圈消息的测试用例设计
测试相关,你熟悉测试流程是什么
测试相关,挑一个实习项目中比较熟悉的功能编写测试用例
测试相关,在上面功能测试用例设计过程中会考虑什么异常情况
测试相关,站在整个项目的角度应该怎么去把控质量
测试相关,需求分析阶段怎么保证你的测试用例设计和需求是吻合的
测试相关,发现一个bug但是开发不认可这个bug怎么办
测试相关,怎么保证项目交到客户不出现问题
其他,为什么选择了测开，聊聊你对测开的理解
其他,你的常用数据库是什么？
其他,性能测试和前端自动化接触过吗？
其他,agent了解吗
其他,LLM用过吗，主要用过哪些
其他,用LLM来做过任务吗，做的任务难点是什么，怎么去解决的
其他,第一意向是测开还是开发？如果是开发愿意来吗
其他,知道是测开对吧，说一下你对测开的看法
其他,软解 vs 硬解（视频解码）
其他,如何评估优化效果（量化指标）
其他,为什么选择测试开发？
其他,排序算法的了解及应用
其他,GET 和 POST 的区别
其他,输入URL到页面显示的全过程
其他,DNS解析流程
其他,根DNS服务器的数量
其他,你对你负责系统架构理解
其他,你觉得最有成就感的事情是什么
其他,带教比较忙的情况下怎么尽快熟悉业务
其他,你想要在团队里面推进一些技术或者规范化流程你会怎么做
其他,如果让你学习一个新技术怎么安排学习计划
其他,来到这边实习最想学到的东西是什么
其他,觉得自己有什么比较好的工作习惯
算法,数组里连续子数组最大和
算法,逆序字符串（力扣151）
算法,判断链表是否有环
算法,找出链表倒数第K个元素
算法,找出数组中重复次数最多的元素
算法,三数之和为0
算法,二叉树的中序遍历（不能用递归，用迭代）
算法,如何判断平衡二叉树？几种方法
算法,两个字符串，找到最长子串
算法,在一个路径里找到含关键词的文件名
算法,逆序字符串
算法,两个数组中重复元素的最小索引和
算法,三数之和
算法,最大子数组和（LeetCode 53）
算法,SQL：求平均分大于80的部门
算法,字符串去重
算法,输出100以内的质数
算法,数字转罗马数字
算法,验证IPV4地址的有效性
算法,字母异位词分组（除了用 sort 判断异位词，还有没有别的办法）
算法,学生表、课程表、选课表，查询选了所有课程的学生姓名（SQL题）